"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16"
26.0000644046045,23.9998507407908,23.9999776717119,23.9998054200478,25.0000463592677,21.9999255267946,22.0000084122267,24.999935362781,22.9998906289286,25.9997599049705,24.0000875567366,24.0000447045987,25.0001873972468,29.9998982130627,24.0000250172951,24.9998559432
23.999853833255,23.9997690131412,24.9999041933518,25.0000329907024,24.9997992827554,24.9996540461561,28.0001998535207,24.0001246260552,22.9999447790929,24.0001043593357,27.0000570837374,25.9997801890144,24.9999352414977,25.9999610250239,26.9999251023657,24.9997601566036
25.9999782129864,22.9999861781301,23.9999919903689,26.0000195763085,27.0000021610594,18.0000307578741,26.9999556206583,28.0000274696961,25.99998681646,27.9999842846558,28.9999888735746,25.0000020432062,23.9999956689887,27.9999838799042,25.9999592039656,26.999986585589
27.9999794887475,26.9998941116024,27.9999800303979,25.9999993881251,25.0000778182142,27.9999687552099,26.9999419268694,25.9998113791411,25.9999301775709,27.0000652297118,29.0001003092634,25.9999789076083,23.0000218350013,27.9998881429931,25.9999973724561,27.0000139515343
27.0001265352935,26.9999410693577,26.9999472026239,25.0001037396799,25.9998393459026,22.0001545502554,26.9999392849576,26.9999213355619,29.9997157233321,28.0000526239511,28.0000480599814,28.000109058092,30.9997342532257,28.0000398613874,26.9999125278145,28.0001330141429
31.003121547852,30.9852836515019,24.9784809631011,25.9729006735518,28.0911316033048,28.0359165309696,26.9758810534501,21.1194629649193,27.0082201657819,25.9514978709465,23.957139397031,20.9642269697813,28.0272407129613,26.0700571006718,25.967465041996,24.960367468718
11.121132996039,28.9331175902071,21.8788491141309,29.9149617006208,26.9748385030152,29.2257326447498,27.9143767450899,30.0575951010351,29.1600729894102,22.0065682871781,28.0339885228275,26.8833412725146,30.0035271515053,27.0408422002376,29.1787187667125,27.8963956255366
28.9999937382795,24.9999706824441,24.000065267039,27.9999836077976,29.00003834713,5.99997441469245,1.0001381187982,10.9999661805474,22.0000961085112,16.0000396562583,0.999926700112297,16.9999737587281,24.0000818445213,1.00015941216707,29.9999672572263,16.9998818901867
13.0000301158846,19.0000129905063,19.0000470245606,10.0000513875103,1.00003715806367,25.9999694505217,28.9999482643618,30.0000757389604,28.9999892863984,28.0001897559032,29.9999709442556,30.9999593283104,25.9999532043586,26.9999149158654,27.9999889344348,28.9999274559892
30.9999980691077,28.9999995726783,28.9999958596834,28.9999997606257,28.9999997777309,29.0000021216688,26.0000001795521,27.0000003508884,28.9999999218294,28.0000011776446,26.0000007493606,28.0000032195271,28.0000016733815,28.0000011399394,28.0000017561245,25.0000016802408
27.0001048748516,26.9999558724529,0.99998863818128,17.9999991845493,24.9998751331913,21.0000019642059,20.9998814544515,17.0000926585371,6.99966504733817,8.00000812901469,18.9999120250362,26.9998725067103,27.9999174212417,24.9997836840702,27.9999690165628,27.9999820747628
26.9412014135602,7.93001442539522,7.96937359274379,21.1127076075234,27.9542738705227,26.9380494994516,26.1650767897489,27.9943320638356,26.9608594681406,26.9349934951684,13.9924281026401,21.0649932874695,23.1110070062955,5.98308213280488,17.0534119713572,0.980906291105364
1.04031991810538,1.00007419363595,17.0099366214134,1.55091696117218,1.10674968085346,1.07881506367786,18.1251646175208,14.9244854634393,0.781921904237593,0.828031975611556,1.03160253748375,1.83865185326839,0.642991354593509,0.939559032275333,1.03484823572168,29.830059471212
17.9997518310398,8.9999733149386,1.00010039067006,3.99994195400165,5.0000861002935,1.00027292668391,0.999976676639207,5.00013733742135,33.0000011928087,23.0001088109014,22.0000429244879,16.9996695816474,21.0003210330551,29.9998293824803,20.0005624033759,14.0000085008452
24.9940164723396,29.9915880713174,29.0075898074582,28.0098542898476,29.0021574645292,29.0009737939195,28.948048009028,26.0166912594602,27.9880588190725,30.9921944879316,26.9909576119183,23.9709982156693,27.9937926199022,25.0524016128739,24.9540682359207,22.9970504581679
20.0250566908984,17.9821966059497,22.0466433688454,29.9421806348891,27.0115081201494,25.9834550600544,28.008370543423,27.9669085021222,28.000726677246,26.9722894798214,24.0028380587724,24.0316591934014,30.0031902477364,29.0613555183824,29.934955612608,30.9723962622725
31.9945666845293,29.9982254200527,28.0003379528839,31.017421649929,30.005485079202,29.990218004235,29.9754719300072,29.9936265171087,30.0088999169355,30.9497775427762,28.9948186375375,29.0040131941986,30.9953607997219,30.0268873006953,31.014127122318,33.0062918496427
31.9431106361497,31.0577857209502,32.9683830082653,31.0310812482048,29.9984327268193,31.9883841338079,31.9768718733598,33.0546231552429,34.0244255501992,33.0782141247859,32.03635289175,32.9812541381372,33.0509249026832,27.9876890398606,31.9867287378605,32.928485652286
32.999951150484,33.000077506395,32.0000243419479,31.0000745494924,31.000056227207,30.9999905666423,29.0000105632479,33.0000129409184,31.0000047850748,32.0000459846678,28.0001563451086,27.9999651822096,27.9999871766568,27.9999603264788,28.9999565993647,28.9999125205763
29.9999985833115,29.0000011162708,28.0000007967547,25.99999738681,27.9999980870536,27.9999992743186,28.0000007943805,28.0000027544591,26.0000032109874,27.9999973187702,26.9999994849997,27.9999967940991,28.0000031699264,30.9999955813339,28.9999991920257,30.9999970088795
28.9999805514846,26.9999776439415,28.0000462001542,30.9999996486456,30.0000365917299,31.0000075932672,30.0000320892539,27.9999754495281,30.9999524714679,29.9999934246782,30.0000141873428,29.9999763209916,30.0000448101881,31.0000431436872,30.9999961826427,32.0000221092097
31.0315837456845,30.9704279639174,30.9959170866296,29.0218090052654,29.0566737482659,29.9873200793768,30.9939906400098,31.9212167071016,32.0109581055336,32.0714767706637,31.0002351687301,28.0231469354734,29.0668965621173,30.0091392508157,30.9894349131181,28.02237951882
28.1586330028095,27.2431386133306,29.2332453532667,29.0488478329506,26.9228342639187,23.9487566766513,27.1522366151824,26.7203024955376,30.6761689370192,30.7747307454758,30.717600583138,29.7364118878931,27.1691087656567,29.0711345247658,27.8569734210239,29.3413503245399
29.0511761164605,28.9883236697089,26.2511688597358,30.5399888253078,28.082284019469,27.1933813544632,30.9914054552726,29.1457539604756,31.8791502695269,27.2108888532928,27.2741776576379,29.7071783831484,29.0652087106349,27.920368529773,28.2024793544819,28.1558398760177
30.0739222074826,31.3956976730673,30.2256693737044,29.7795851208627,28.5338844779679,29.4090441229173,27.6487173253028,31.1536187784335,26.6253637146728,24.5568173870254,27.4591848044903,30.4005229639664,26.7882340268872,28.9993128238379,28.882062257481,28.2316891101104
29.0000055308448,26.9999897946934,26.9999917447481,29.0000656471125,28.9999778938782,28.000011217658,29.9999951189173,28.9999925247271,29.0000122614709,29.9999800106358,30.0000286077291,26.9999990330614,29.0000020727415,28.0000485018807,30.0000225140074,29.9999675641896
29.0001036774668,31.0006645451825,33.0000074570204,27.9998993762062,27.0001202321354,29.9996695292436,28.0004007521835,28.0003083869127,29.9996754175251,27.99998760616,27.9999598116577,28.9998554896928,29.0001400942729,25.9998788722807,28.9996442736222,28.000001837651
29.9999952465077,28.0000019288723,25.9999976206007,16.9999939311646,26.999996035682,27.0000005299187,25.0000000839162,24.9999982273351,23.0000003181329,25.9999979444287,27.9999997770591,28.000001668862,23.999997306182,24.9999982889203,28.0000042807894,25.0000025827236
27.0000059344802,26.0000101712298,28.0000045475627,28.0000105606407,29.0000078404794,27.9999944774296,28.0000037758992,28.9999894799521,26.9999970371428,27.9999989025364,26.9999984177745,27.9999897854143,31.0000001823377,26.0000123021138,29.999995939169,26.0000029145877
29.9999851277751,27.9999455953462,23.0000611474721,26.9999674610813,26.0000178887865,24.0000515986358,23.9999743523034,24.00001236237,25.0000715203333,21.9999785170132,21.9999365331954,24.9999457106204,22.9999872843839,26.0000027971916,24.0000396738199,24.0000179323429
24.9907900441016,30.0050617470315,23.9865847607181,24.9841818981768,23.9775690309267,24.0194600639551,24.9403576199491,24.9612827234137,24.9352667494224,24.9727377160962,27.990118128012,24.0425822726358,22.9957026092679,24.0347898515537,26.9840322269033,26.0057484518585
25.1134127683656,26.1048618793981,26.6674636986153,24.7192401431208,25.8696573135307,22.9505714568651,23.8867818083767,26.4626585223899,26.9379275795604,17.7641312341125,27.0863355038221,27.8957436884426,25.9400983143305,28.4727146377134,28.8234114632133,24.7642476925053
24.2933015476471,28.4428113686771,25.7412009292481,27.0950461632733,27.8908175021514,26.5457435876742,27.9128119374914,25.548863055218,25.441911050345,28.1726791308108,26.7308204583916,25.960131511075,26.2421600319445,26.8485078068887,28.6932274315258,25.7184303184965
22.9992001738409,28.0160877352271,26.0044061014073,27.0163009185395,27.0102862395115,27.0070847284617,27.0240789229268,24.9891368645968,26.0133297526583,22.0129739976212,27.0022781575461,27.0010582913538,29.9986217348819,27.9987950471118,27.9908070458002,28.0223453214649
31.0000597699893,28.0000761626479,27.0000242801644,28.0001080007136,31.0000152609558,30.9999705141931,25.0000727467875,26.0000666973423,27.9998647757038,27.9999822754896,26.9999244986321,21.0000051057232,26.999913774137,26.000002434674,24.0000463435096,21.0001662107515
27.9999907321569,26.0000004567153,25.9999978958028,24.9999997924656,10.9999955653548,29.0000011590791,22.0000015017301,29.9999944391598,27.0000021624788,28.9999993945808,27.9999972062596,29.99999192578,28.9999912700137,22.0000109735295,28.0000010119982,26.9999969383803
29.9711985696706,27.0289282461651,29.0352634469266,28.0154701194033,29.0528193297969,25.0357241696839,24.0547871557117,28.0607107522327,29.0284192767115,6.01363367283103,0.980384038903198,11.0195995692975,22.0633639143047,16.0376883946033,1.02309881255863,17.0796672252636
24.0000084143648,0.999999112045665,29.9999978297531,16.9999953770665,13.0000050601644,19.0000133231885,18.9999961894221,9.99999706417364,1.00000469717934,25.9999951186047,28.999989621363,29.999999902415,29.0000034834955,28.0000027382114,30.000005784406,31.0000053731727
25.9999989259191,27.0000042433048,28.0000110692664,28.99999148748,30.9999917524537,28.9999974727901,29.0000003505294,28.9999934678783,29.0000102313958,29.0000058716605,26.0000066974732,27.0000017222265,28.9999968540389,28.0000028633347,25.9999957213965,28.0000100195242
27.9999821863895,27.9999560286409,28.0000537248879,24.999986438845,27.0000092311982,26.9999271744416,1.00002767854452,18.0000308855117,25.0000604164819,20.9999727662212,21.0000033311259,17.0000599524249,7.00000705502693,7.99999001346009,18.9999566789658,27.000007458883
27.999991498554,25.0000112768816,27.9999951546528,27.9999906009122,26.9999950332576,7.9999993665365,7.99999767675875,20.9999999653671,28.0000019672114,26.9999972820115,25.9999972399416,27.999998818016,27.000009121826,26.9999974678555,13.9999902011088,21.0000161878258
22.9999437638328,6.00008164451934,17.0000090824098,1.0000281359924,1.00003331389909,1.00001778929857,17.0000513647722,1.00003649568679,1.00001232880324,0.999987613589397,18.0000150478517,14.9999508559832,1.00001605167156,1.00005674747648,1.00001134758124,2.00003565810607
0.999997638886632,0.99999893937614,0.999999862774111,29.9999975940439,17.9999986469342,9.00000198870335,0.999999822159425,3.99999904822779,5.00000181763631,0.999997946609069,1.00000444147665,4.99999831409786,33.0000019369198,23.000002478563,22.0000022801687,17.0000036440874
21.0000102636315,30.0000377893973,20.0000177219394,14.0000040126395,24.999973407411,30.0000014584556,28.9999464711729,27.9999823147294,29.0000125414845,28.9999604042367,29.0000182931223,25.9999989221358,28.0000530605486,30.9999734402849,26.9999585712865,24.0000315188768
27.9999877554624,25.000015251061,24.999969274351,23.0000222086453,19.9999869503176,17.9999624693946,22.0000163036168,29.9999863260407,26.9999579474484,26.0000093539195,28.0000016128494,28.0000523337727,28.0000079271617,27.0000001830161,23.9999784638869,24.0000845234909
29.9999987490536,28.9999962711138,30.0000021484941,30.9999986283252,32.0000038065813,29.9999973536399,28.0000004222993,30.9999962717955,29.9999956414105,29.999997591648,29.9999977882174,29.9999978683858,29.9999968483944,30.9999943996389,29.0000024567751,29.0000001137322
30.9999803498418,30.0000312969455,31.0000535094618,32.9999867162195,32.0000310153596,31.0000499767235,32.9999643758572,30.9999692750431,29.9999651601751,31.9999617993156,32.0000532896289,33.0000633157275,34.000033165921,33.0000484712457,32.0000520749829,32.9999355542594
33.0000087091009,27.999956289814,32.000007046628,33.0000293685564,33.0000133578987,32.999998208561,32.0000083921009,31.0000161508083,31.0000090525329,30.9999809953405,29.0000016875643,32.9999911160167,31.0000274704049,31.9999972521611,27.9999816608897,28.0000062805617
27.9986494902249,27.9999670860101,29.0004509064619,29.0002521605268,30.0007263350945,28.9993628241591,28.0000050989857,25.9994632819315,27.9996992755555,27.9999582402796,27.9985289584822,28.0005076880956,26.0000877892946,27.999649207328,26.9999105490494,28.0000053059235
28.0000108714696,31.0000021765584,29.000080646033,30.9999605357582,29.0000180508316,27.0000359067328,27.9998196435226,31.000252841609,30.0000253619022,30.9999484423027,29.9999768349045,27.9999364728573,31.0000054484024,29.9999871623434,29.9999938765223,29.9999695938263
29.9999775100113,30.9999880102376,30.9999601751953,31.9999802942164,31.0000209390593,30.9999912950153,31.0000132168629,29.0000108681629,29.0000925153387,29.9999795262711,31.0000357450761,31.9999259164213,31.9999920079794,32.0000153711579,31.0000485187498,28.0000044054094
28.9999723404921,29.9999785408281,31.0000530727075,28.0000197163802,28.0000791299212,27.000033618417,28.9999745787178,29.0000047118529,27.0000283919997,24.0000360919291,27.0000580096344,26.9999618868045,31.0000262395325,30.9999827735953,30.9999573654987,29.9999979953327
